method,method_short,scene,mode,run,partial,iteration_offset,iteration,total_iterations,images_seen,stage,training_time_s,wall_time_s,benchmark_overhead_s,psnr,ssim,lpips,eval_l1_loss,eval_photometric_loss,eval_loss,num_gaussians,train_batch_loss,eval_duration_s
4DGaussians (Wu et al.),4DGaussians,hook,iterations,hook_iters27000,False,3000,19000,22000,22000,fine,635.7024028301239,720.6024787425995,84.90007591247559,33.82829627990723,0.9727870285511017,0.034021608624607326,0.004333714873064309,0.008909566188231115,0.004333714873064309,28927,0.0019335785182192922,4.362194061279297
4DGaussians (Wu et al.),4DGaussians,hook,iterations,hook_iters27000,False,3000,20000,23000,23000,fine,667.415162563324,756.6919031143188,89.27674055099487,33.83247880935669,0.9727819204330445,0.03389542093500495,0.004335643071681261,0.008912130370736118,0.004335643071681261,28927,0.0024553141556680202,4.325892210006714
4DGaussians (Wu et al.),4DGaussians,hook,iterations,hook_iters27000,False,3000,21000,24000,24000,fine,699.8382723331451,793.4565422534943,93.61826992034912,33.863457107543944,0.9728817611932754,0.033673706091940404,0.004321757261641324,0.008881053570657979,0.004321757261641324,28927,0.0025703159626573324,4.326336860656738
4DGaussians (Wu et al.),4DGaussians,hook,iterations,hook_iters27000,False,3000,22000,25000,25000,fine,731.3616452217102,829.3206322193146,97.95898699760437,33.87663869857788,0.9729235172271729,0.033584213629364965,0.0043159459019079804,0.008868053276091815,0.0043159459019079804,28927,0.0029225798789411783,4.339034557342529
4DGaussians (Wu et al.),4DGaussians,hook,iterations,hook_iters27000,False,3000,23000,26000,26000,fine,763.444153547287,865.7743754386902,102.3302218914032,33.89707117080688,0.9730152785778046,0.03346723783761263,0.004306948778685182,0.008842503307387234,0.004306948778685182,28927,0.002678586170077324,4.316483736038208
4DGaussians (Wu et al.),4DGaussians,hook,iterations,hook_iters27000,False,3000,24000,27000,27000,fine,795.0225563049316,901.6835007667542,106.66094446182251,33.887118625640866,0.9729990005493164,0.03340882258489728,0.004311057180166245,0.008849045634269711,0.004311057180166245,28927,0.002393426839262247,4.348752737045288
4DGaussians (Wu et al.),4DGaussians,hook,iterations,hook_iters27000,False,3000,25000,28000,28000,fine,827.0319547653198,938.056250333786,111.02429556846619,33.90671520233154,0.9730607151985169,0.03323340192437172,0.00430532795144245,0.008832119321450583,0.00430532795144245,28927,0.0023777964524924755,4.316545009613037
4DGaussians (Wu et al.),4DGaussians,hook,iterations,hook_iters27000,False,3000,26000,29000,29000,fine,858.9003248214722,974.2556159496307,115.35529112815857,33.91162033081055,0.9730792731046677,0.033162801340222356,0.004303288704250008,0.00882677634246647,0.004303288704250008,28927,0.002051351359114051,4.354031801223755
4DGaussians (Wu et al.),4DGaussians,hook,iterations,hook_iters27000,False,3000,27000,30000,30000,fine,890.8171164989471,1010.5407452583313,119.72362875938416,33.91882658004761,0.9731002032756806,0.0331421485170722,0.00430297675775364,0.008822340751066795,0.00430297675775364,28927,0.002326869871467352,4.309679985046387
4DGaussians (Wu et al.),4DGaussians,hook,target_eval_loss,hook_loss0p006253,False,3000,1,3001,3001,fine,34.02139759063721,34.02139759063721,0.0,18.326622200012206,0.8584272235631942,0.13313283659517766,0.03840231383219361,0.05903640635311605,0.03840231383219361,14125,0.0369255505502224,5.344525337219238
4DGaussians (Wu et al.),4DGaussians,hook,target_eval_loss,hook_loss0p006253,False,3000,886,3886,3886,fine,64.03718042373657,69.40480399131775,5.367623567581177,26.650229740142823,0.9222506016492844,0.09539461694657803,0.011588742723688483,0.024820873849093907,0.011588742723688483,14749,0.011729658581316471,3.8723206520080566
4DGaussians (Wu et al.),4DGaussians,hook,target_eval_loss,hook_loss0p006253,False,3000,1868,4868,4868,fine,94.04011631011963,103.29489541053772,9.25477910041809,27.975376987457274,0.9353221267461777,0.08050140589475632,0.009292395552620292,0.020369491092860702,0.009292395552620292,17579,0.007532837800681591,3.822610855102539
4DGaussians (Wu et al.),4DGaussians,hook,target_eval_loss,hook_loss0p006253,False,3000,2854,5854,5854,fine,124.0416407585144,137.13607144355774,13.094430685043335,29.075947093963624,0.9430997043848037,0.06983588207513095,0.008123195730149746,0.017878615707159054,0.008123195730149746,19958,0.0050753760151565075,3.9241714477539062
4DGaussians (Wu et al.),4DGaussians,hook,target_eval_loss,hook_loss0p006253,False,3000,3820,6820,6820,fine,154.05049967765808,171.08797883987427,17.037479162216187,29.61155433654785,0.94714075922966,0.063596336171031,0.007434890558943153,0.01651976060122252,0.007434890558943153,21921,0.0041868966072797775,3.849351644515991
4DGaussians (Wu et al.),4DGaussians,hook,target_eval_loss,hook_loss0p006253,False,3000,4791,7791,7791,fine,184.07850909233093,204.97844743728638,20.899938344955444,31.14668998718262,0.9573415845632554,0.055846394039690495,0.0061235305038280785,0.013430507490411393,0.0061235305038280785,23491,0.003960127010941505,3.866063117980957
4DGaussians (Wu et al.),4DGaussians,hook,target_eval_loss,hook_loss0p006253,False,3000,5740,8740,8740,fine,214.0936198234558,238.87751293182373,24.78389310836792,31.546618938446045,0.9606584072113037,0.050995238684117795,0.005720830603968352,0.012444983040913944,0.005720830603968352,25019,0.004552045371383429,3.9524083137512207
4DGaussians (Wu et al.),4DGaussians,jumpingjacks,iterations,jumpingjacks_iters27000,False,3000,1,3001,3001,fine,32.74479150772095,32.74479150772095,0.0,17.893023109436037,0.9032359749078751,0.10591451898217201,0.03533487534150481,0.04762070529162883,0.03533487534150481,10903,0.047072041779756546,6.665342092514038
4DGaussians (Wu et al.),4DGaussians,jumpingjacks,iterations,jumpingjacks_iters27000,False,3000,1000,4000,4000,fine,65.1261944770813,71.80371260643005,6.677518129348755,26.094680309295654,0.9485940635204315,0.07093202462419868,0.009560865873936564,0.017929879995062948,0.009560865873936564,11747,0.007820949889719486,4.082706451416016
4DGaussians (Wu et al.),4DGaussians,jumpingjacks,iterations,jumpingjacks_iters27000,False,3000,2000,5000,5000,fine,95.04898262023926,105.82253575325012,10.773553133010864,27.281035137176513,0.955257984995842,0.060422931984066966,0.007724663743283599,0.015128133995458475,0.007724663743283599,14638,0.00661562429741025,4.0458738803863525
4DGaussians (Wu et al.),4DGaussians,jumpingjacks,iterations,jumpingjacks_iters27000,False,3000,3000,6000,6000,fine,125.69859194755554,140.5333914756775,14.834799528121948,29.03867359161377,0.9643094360828399,0.050740685872733594,0.0057867659954354165,0.01176752557978035,0.0057867659954354165,16683,0.007041244767606258,3.98459792137146
4DGaussians (Wu et al.),4DGaussians,jumpingjacks,iterations,jumpingjacks_iters27000,False,3000,4000,7000,7000,fine,156.30360960960388,175.14601278305054,18.842403173446655,30.69963960647583,0.969808828830719,0.04396752747707069,0.004739125905325636,0.009829534958116719,0.004739125905325636,17976,0.006518165580928326,4.048925399780273
4DGaussians (Wu et al.),4DGaussians,jumpingjacks,iterations,jumpingjacks_iters27000,False,3000,5000,8000,8000,fine,186.44789385795593,209.3528311252594,22.904937267303467,31.11643257141113,0.9719959527254105,0.039611964207142594,0.004461974691366777,0.009170389208011321,0.004461974691366777,19036,0.0030471249483525753,3.9760682582855225
4DGaussians (Wu et al.),4DGaussians,jumpingjacks,iterations,jumpingjacks_iters27000,False,3000,6000,9000,9000,fine,216.30823302268982,243.2062771320343,26.898044109344482,31.947952365875246,0.974997416138649,0.034955715946853164,0.003987148613668978,0.008190235663205385,0.003987148613668978,19845,0.0048261648043990135,3.9997010231018066
4DGaussians (Wu et al.),4DGaussians,jumpingjacks,iterations,jumpingjacks_iters27000,False,3000,7000,10000,10000,fine,246.58935260772705,277.50192618370056,30.91257357597351,32.17499170303345,0.9749429374933243,0.03299886090680957,0.0038793154584709556,0.008114864868111908,0.0038793154584709556,20307,0.0014712662668898702,4.0853447914123535
4DGaussians (Wu et al.),4DGaussians,jumpingjacks,iterations,jumpingjacks_iters27000,False,3000,8000,11000,11000,fine,276.8107030391693,311.82622265815735,35.01551961898804,33.055130577087404,0.9783786445856094,0.029794739838689566,0.0034283592307474465,0.007066958467476075,0.0034283592307474465,20722,0.0016996808117255569,3.9714040756225586
4DGaussians (Wu et al.),4DGaussians,jumpingjacks,iterations,jumpingjacks_iters27000,False,3000,9000,12000,12000,fine,307.19425892829895,346.1979413032532,39.003682374954224,33.827074432373045,0.9803670942783356,0.027347889775410295,0.0031152491981629284,0.006418780502863229,0.0031152491981629284,20995,0.0008859523222781718,4.050721168518066
4DGaussians (Wu et al.),4DGaussians,jumpingjacks,iterations,jumpingjacks_iters27000,False,3000,10000,13000,13000,fine,338.1268436908722,381.1975750923157,43.07073140144348,34.31847810745239,0.9816959828138352,0.025885985512286425,0.002923019477748312,0.005999219019431613,0.002923019477748312,21135,0.0020716197323054075,4.005029201507568
4DGaussians (Wu et al.),4DGaussians,jumpingjacks,iterations,jumpingjacks_iters27000,False,3000,11000,14000,14000,fine,368.4154634475708,415.50843572616577,47.09297227859497,34.70145797729492,0.98266681432724,0.024296517204493284,0.002792268680059351,0.005700452078599479,0.002792268680059351,21260,0.0027482148725539446,3.979548931121826
4DGaussians (Wu et al.),4DGaussians,jumpingjacks,iterations,jumpingjacks_iters27000,False,3000,12000,15000,15000,fine,398.9674253463745,450.05626106262207,51.08883571624756,34.9896897315979,0.9832672834396362,0.02338140320498496,0.0027001355425454675,0.005506651746109132,0.0027001355425454675,21362,0.0028908594977110624,4.019768476486206
4DGaussians (Wu et al.),4DGaussians,jumpingjacks,iterations,jumpingjacks_iters27000,False,3000,13000,16000,16000,fine,429.37498569488525,484.4965181350708,55.12153244018555,35.23594951629639,0.9837062031030654,0.02256675558164716,0.0026500005333218724,0.005378759806044409,0.0026500005333218724,21434,0.0014410266885533929,4.002104997634888
4DGaussians (Wu et al.),4DGaussians,jumpingjacks,iterations,jumpingjacks_iters27000,False,3000,14000,17000,17000,fine,459.8864357471466,519.0247514247894,59.13831567764282,35.4482759475708,0.9842379808425903,0.02195611777715385,0.002567254731548019,0.005206207616720358,0.002567254731548019,21482,0.0014384102541953325,4.04601526260376
4DGaussians (Wu et al.),4DGaussians,jumpingjacks,iterations,jumpingjacks_iters27000,False,3000,15000,18000,18000,fine,491.00474643707275,554.204793214798,63.20004677772522,35.58130121231079,0.9845899999141693,0.02156895585358143,0.002520991719211452,0.005098793392535304,0.002520991719211452,21543,0.001960182096809149,3.9873180389404297
4DGaussians (Wu et al.),4DGaussians,jumpingjacks,iterations,jumpingjacks_iters27000,False,3000,16000,19000,19000,fine,521.0840787887573,588.2853195667267,67.20124077796936,35.71309356689453,0.9848151981830597,0.021024496597237884,0.0024930709914769977,0.005031417156569651,0.0024930709914769977,21543,0.0024080509319901466,4.006811141967773
4DGaussians (Wu et al.),4DGaussians,jumpingjacks,iterations,jumpingjacks_iters27000,False,3000,17000,20000,20000,fine,550.8535330295563,622.0818853378296,71.22835230827332,35.7484733581543,0.984876623749733,0.020681498502381147,0.0024860457982867957,0.005013511888682847,0.0024860457982867957,21543,0.0008715653675608337,4.052653789520264
4DGaussians (Wu et al.),4DGaussians,jumpingjacks,iterations,jumpingjacks_iters27000,False,3000,18000,21000,21000,fine,580.8549664020538,656.1497168540955,75.29475045204163,35.825744438171384,0.9851017326116562,0.020365847693756222,0.0024638234142912553,0.004950712209101758,0.0024638234142912553,21543,0.002142885234206915,3.990257501602173
4DGaussians (Wu et al.),4DGaussians,jumpingjacks,iterations,jumpingjacks_iters27000,False,3000,19000,22000,22000,fine,610.6139314174652,689.912611246109,79.2986798286438,35.869604396820066,0.9851835638284683,0.020168943994212894,0.002448016396374442,0.0049217003514058985,0.002448016396374442,21543,0.0017593515804037452,4.024538278579712
4DGaussians (Wu et al.),4DGaussians,jumpingjacks,iterations,jumpingjacks_iters27000,False,3000,20000,23000,23000,fine,641.0663409233093,724.4125986099243,83.34625768661499,35.91115093231201,0.9852360725402832,0.02001370246289298,0.00243942265806254,0.004904323618393387,0.00243942265806254,21543,0.0024082909803837538,4.049519300460815
4DGaussians (Wu et al.),4DGaussians,jumpingjacks,iterations,jumpingjacks_iters27000,False,3000,21000,24000,24000,fine,670.95880818367,758.3714861869812,87.41267800331116,35.860663414001465,0.9851430356502533,0.019942499266471715,0.002453705621883273,0.00493435736745596,0.002453705621883273,21543,0.0015619008336216211,4.045842885971069
4DGaussians (Wu et al.),4DGaussians,jumpingjacks,iterations,jumpingjacks_iters27000,False,3000,22000,25000,25000,fine,701.2252399921417,792.6985628604889,91.47332286834717,35.898701190948486,0.9852169692516327,0.019842299213632942,0.0024480567371938378,0.004915051539428528,0.0024480567371938378,21543,0.0019382806494832039,4.044034004211426
4DGaussians (Wu et al.),4DGaussians,jumpingjacks,iterations,jumpingjacks_iters27000,False,3000,23000,26000,26000,fine,731.6363332271576,827.1781804561615,95.5418472290039,35.90893678665161,0.9852635830640792,0.01977196193765849,0.002440380668849684,0.004899587922263899,0.002440380668849684,21543,0.0009818176040425897,4.019525527954102
4DGaussians (Wu et al.),4DGaussians,jumpingjacks,iterations,jumpingjacks_iters27000,False,3000,24000,27000,27000,fine,761.5849766731262,861.1609885692596,99.57601189613342,35.94126224517822,0.9853121310472488,0.0197037641890347,0.0024328139756107704,0.004883824971038857,0.0024328139756107704,21543,0.001493773190304637,3.9959418773651123
4DGaussians (Wu et al.),4DGaussians,jumpingjacks,iterations,jumpingjacks_iters27000,False,3000,25000,28000,28000,fine,791.7369301319122,895.3284888267517,103.59155869483948,35.99581775665283,0.9854488551616669,0.019511754054110497,0.0024142859474522993,0.004841657725628457,0.0024142859474522993,21543,0.001423044130206108,4.074753046035767
4DGaussians (Wu et al.),4DGaussians,jumpingjacks,iterations,jumpingjacks_iters27000,False,3000,26000,29000,29000,fine,821.9792311191559,929.6633687019348,107.68413758277893,35.96669082641601,0.9854121506214142,0.019508009508717804,0.0024217855476308613,0.004854998313821852,0.0024217855476308613,21543,0.0020052422769367695,3.9985809326171875
4DGaussians (Wu et al.),4DGaussians,jumpingjacks,iterations,jumpingjacks_iters27000,False,3000,27000,30000,30000,fine,852.0911548137665,963.7882697582245,111.69711494445801,36.00020179748535,0.9855110973119736,0.019346951402258127,0.002414521705941297,0.004829397902358315,0.002414521705941297,21543,0.001642670831643045,3.976304769515991
4DGaussians (Wu et al.),4DGaussians,jumpingjacks,target_eval_loss,jumpingjacks_loss0p00461,False,3000,1,3001,3001,fine,33.56901955604553,33.56901955604553,0.0,17.86156916618347,0.9028682798147202,0.1061016347259283,0.03549627889879048,0.047823367156088356,0.03549627889879048,10686,0.04724343493580818,5.4117326736450195
4DGaussians (Wu et al.),4DGaussians,jumpingjacks,target_eval_loss,jumpingjacks_loss0p00461,False,3000,945,3945,3945,fine,63.56948733329773,68.99272990226746,5.423242568969727,25.101614570617677,0.9448260635137558,0.07319261468946933,0.010752157820388675,0.01963651355355979,0.010752157820388675,11587,0.014758862555027008,3.8817121982574463
4DGaussians (Wu et al.),4DGaussians,jumpingjacks,target_eval_loss,jumpingjacks_loss0p00461,False,3000,1986,4986,4986,fine,93.57850980758667,102.89745903015137,9.318949222564697,27.78993978500366,0.9571710407733918,0.05930368658155203,0.007323229545727372,0.014424375481903545,0.007323229545727372,14574,0.006533059291541576,3.8015923500061035
4DGaussians (Wu et al.),4DGaussians,jumpingjacks,target_eval_loss,jumpingjacks_loss0p00461,False,3000,3032,6032,6032,fine,123.59311389923096,136.72863364219666,13.135519742965698,28.92812900543213,0.9609695404767991,0.05538994017988443,0.006397418514825404,0.012924026716500513,0.006397418514825404,16782,0.008572811260819435,3.8699753284454346
4DGaussians (Wu et al.),4DGaussians,jumpingjacks,target_eval_loss,jumpingjacks_loss0p00461,False,3000,4054,7054,7054,fine,153.60065484046936,170.625244140625,17.02458930015564,30.298841094970705,0.9687332361936569,0.04419768047519028,0.004986095719505102,0.010242229336872698,0.004986095719505102,18132,0.003222494386136532,3.827003002166748
4DGaussians (Wu et al.),4DGaussians,jumpingjacks,target_eval_loss,jumpingjacks_loss0p00461,False,3000,5091,8091,8091,fine,183.6117651462555,204.4783992767334,20.866634130477905,31.00150442123413,0.9713394731283188,0.03956993212923408,0.004438710288377478,0.009283073605038222,0.004438710288377478,19145,0.004492898937314749,3.8297131061553955
